City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,Raton,36.9034,-104.4391,37.4,52,40,26.46,US,1618590710
359,Iwanai,42.9744,140.5089,45.27,91,92,8.25,JP,1618590710
360,Ulaanbaatar,47.9077,106.8832,24.8,68,0,2.24,MN,1618590711
361,Lakatoro,-16.0999,167.4164,78.64,82,30,5.82,VU,1618590711
362,Gamba,-2.65,10.0,81.54,79,94,6.13,GA,1618590711
363,Muisne,0.6,-80.0333,80.6,89,75,5.75,EC,1618590712
364,Yatou,37.15,122.3833,45.23,71,79,11.36,CN,1618590712
365,La Ronge,55.1001,-105.2842,46.4,39,65,3.44,CA,1618590712
366,Marzuq,14.4,46.4667,72.1,56,19,7.81,YE,1618590713
367,Ust-Tsilma,65.441,52.1498,34.5,83,99,11.16,RU,1618590713
368,Natal,-5.795,-35.2094,87.8,62,75,16.11,BR,1618590713
369,Hay River,60.8156,-115.7999,35.6,64,100,2.3,CA,1618590713
370,Bairiki Village,1.3292,172.9752,80.6,83,20,4.61,KI,1618590714
371,Nelson Bay,-32.7167,152.15,64.99,63,75,10.36,AU,1618590714
372,Saint-Paul,-21.0096,55.2707,77.0,88,75,5.75,RE,1618590662
373,São João da Barra,-21.6403,-41.0511,82.4,47,75,6.91,BR,1618590715
374,La Palma,33.8464,-118.0467,63.0,77,20,1.92,US,1618590418
375,Saint Anthony,45.0205,-93.218,54.0,40,1,8.05,US,1618590715
376,Macao,22.2006,113.5461,75.2,83,40,9.22,MO,1618590715
377,Medicine Hat,50.0501,-110.6683,51.01,43,20,8.05,CA,1618590716
378,Moussoro,13.6408,16.4901,96.1,3,4,10.69,TD,1618590716
379,Markova,48.6758,24.4138,44.6,61,75,13.42,UA,1618590716
380,Birao,10.2849,22.7882,90.28,6,2,5.88,CF,1618590717
381,Chicama,-7.8447,-79.1469,68.0,83,85,12.66,PE,1618590717
382,Savinka,50.0785,47.0994,61.57,47,92,7.38,RU,1618590717
383,Pangai,-19.8,-174.35,76.77,70,11,13.82,TO,1618590718
384,Hornepayne,49.2138,-84.7705,33.21,76,100,8.3,CA,1618590718
385,Bud,39.447,-86.1758,54.0,54,75,5.75,US,1618590718
386,Guiyang,26.5833,106.7167,55.4,94,90,4.47,CN,1618590719
387,Mabaruma,8.2,-59.7833,86.0,74,75,9.22,GY,1618590719
388,Nizhnyaya Omka,55.4338,74.9426,35.35,86,48,12.77,RU,1618590719
389,São Filipe,14.8961,-24.4956,72.54,70,1,14.36,CV,1618590719
390,Touros,-5.1989,-35.4608,87.8,62,40,13.8,BR,1618590720
391,Mormugao,15.4,73.8,86.0,74,40,8.05,IN,1618590720
392,Araouane,18.9048,-3.5265,101.23,7,100,8.39,ML,1618590720
393,Xingyi,24.1877,102.817,64.63,55,100,4.21,CN,1618590721
394,Saldanha,-33.0117,17.9442,82.4,30,9,9.22,ZA,1618590721
395,Caravelas,-17.7125,-39.2481,80.47,60,17,10.09,BR,1618590721
396,Jieshou,33.2634,115.3611,54.3,33,6,10.45,CN,1618590722
397,Kindia,10.0569,-12.8658,93.38,34,30,8.03,GN,1618590722
398,Tual,-5.6667,132.75,83.66,73,98,13.51,ID,1618590722
399,Pathein,16.7833,94.7333,75.02,78,100,2.84,MM,1618590722
400,Ketchikan,55.3422,-131.6461,44.6,81,1,6.91,US,1618590723
401,Mount Isa,-20.7333,139.5,71.6,30,0,23.02,AU,1618590723
402,Ol'ga,43.7444,135.2892,39.54,97,100,2.01,RU,1618590723
403,Albacete,38.8333,-2.0,50.0,76,40,19.57,ES,1618590724
404,Grindavik,63.8424,-22.4338,39.2,81,75,29.93,IS,1618590724
405,Pacifica,37.6138,-122.4869,53.6,66,75,6.91,US,1618590663
406,Morondava,-20.2833,44.2833,79.56,64,61,21.12,MG,1618590724
407,Hirara,24.8,125.2833,74.68,84,78,11.34,JP,1618590725
408,Lander,42.833,-108.7307,33.01,80,90,5.75,US,1618590725
409,Bria,6.5423,21.9863,90.36,21,97,2.39,CF,1618590725
410,Fairbanks,64.8378,-147.7164,32.0,86,1,0.51,US,1618590603
411,Kavaratti,10.5669,72.642,84.88,71,41,6.55,IN,1618590726
412,Porto Torres,40.835,8.3972,59.0,58,20,8.05,IT,1618590726
413,Muros,42.7762,-9.0603,70.0,31,73,4.0,ES,1618590726
414,Sablé-sur-Sarthe,47.8376,-0.3329,54.0,37,0,9.22,FR,1618590727
415,Vila Velha,-20.3297,-40.2925,81.0,65,20,13.8,BR,1618590727
416,Podgorica,42.4411,19.2636,57.2,33,0,2.3,ME,1618590608
417,Burnie,-41.0667,145.9167,51.01,73,86,5.01,AU,1618590727
418,Szentkirály,46.9189,19.9185,46.4,61,75,9.22,HU,1618590728
419,Saint-Pierre,-21.3393,55.4781,78.8,78,0,3.44,RE,1618590728
420,Freeport,40.6576,-73.5832,50.0,57,75,11.5,US,1618590728
421,Lorengau,-2.0226,147.2712,81.34,80,89,9.17,PG,1618590729
422,Chokurdakh,70.6333,147.9167,-11.07,100,99,7.74,RU,1618590729
423,Ortega,3.9361,-75.2217,83.1,70,100,2.89,CO,1618590729
424,Kumul,42.8,93.45,61.59,10,0,7.31,CN,1618590730
425,Huilong,31.8111,121.655,63.0,86,100,6.24,CN,1618590730
426,Dobrinka,52.1653,40.4731,57.67,55,41,3.42,RU,1618590730
427,Piaçabuçu,-10.4056,-36.4344,81.36,70,39,8.84,BR,1618590730
428,Tura,25.5198,90.2201,74.03,55,56,9.84,IN,1618590731
429,Liberal,37.0431,-100.921,35.6,100,90,21.85,US,1618590731
430,North Bend,43.4065,-124.2243,53.01,70,0,1.01,US,1618590544
431,Puerto Colombia,10.9878,-74.9547,89.6,62,40,9.22,CO,1618590731
432,Okha,53.5739,142.9478,26.96,92,100,6.4,RU,1618590732
433,Gilău,46.7324,23.3617,46.4,53,40,9.22,RO,1618590732
434,Lake Havasu City,34.4839,-114.3224,69.8,13,1,5.75,US,1618590492
435,Victor Harbor,-35.5667,138.6167,54.0,78,23,5.77,AU,1618590732
436,Sullia,12.5667,75.3833,84.2,84,40,0.89,IN,1618590733
437,Worland,44.0169,-107.9554,34.0,75,90,4.61,US,1618590733
438,Presidencia Roque Sáenz Peña,-26.7852,-60.4388,84.51,55,73,4.68,AR,1618590733
439,Bowen,-20.0167,148.2333,66.2,94,0,5.75,AU,1618590734
440,Adrar,20.5022,-10.0711,90.5,14,35,10.76,MR,1618590734
441,Avdeyevka,48.1399,37.7426,51.46,57,60,11.61,UA,1618590557
442,Najrān,17.4924,44.1277,82.4,21,75,11.5,SA,1618590734
443,Waipawa,-41.4122,175.5153,53.6,94,75,19.57,NZ,1618590735
444,Talnakh,69.4865,88.3972,-8.88,99,100,4.94,RU,1618590735
445,Gorin,51.1983,136.6669,27.23,96,99,3.33,RU,1618590735
446,Tartagal,-22.5164,-63.8013,84.2,65,40,1.99,AR,1618590736
447,Port Hedland,-20.3167,118.5667,78.8,53,1,5.75,AU,1618590736
448,Carutapera,-1.195,-46.02,81.03,86,99,7.45,BR,1618590736
449,Bulgan,48.8125,103.5347,26.51,76,2,4.72,MN,1618590736
450,Pichayevo,53.2363,42.2032,57.13,64,51,3.06,RU,1618590737
451,‘Ewa Beach,21.3156,-158.0072,66.2,82,1,3.44,US,1618590737
452,Sinnamary,5.3833,-52.95,82.71,67,95,12.08,GF,1618590738
453,Contai,21.7786,87.7536,82.24,78,0,17.85,IN,1618590738
454,Roald,62.5833,6.1333,48.2,46,0,5.75,NO,1618590738
455,Margate,51.3813,1.3862,48.0,56,4,5.01,GB,1618590738
456,Aksarka,66.5606,67.7975,14.86,83,43,12.5,RU,1618590739
457,Lālsot,26.5667,76.3333,80.6,47,75,11.5,IN,1618590739
458,Kisesa,-3.0833,34.15,66.15,87,98,7.25,TZ,1618590739
459,Vitina,43.2375,17.4839,60.8,21,0,14.97,BA,1618590740
460,Ipameri,-17.7219,-48.1597,84.29,40,14,4.45,BR,1618590740
461,Coração de Jesus,-16.6853,-44.365,82.4,39,75,4.61,BR,1618590740
462,San Quintín,30.4833,-115.95,62.31,68,82,12.82,MX,1618590741
463,Sun Prairie,43.1836,-89.2137,53.01,40,75,6.91,US,1618590741
464,Canberra,-35.2835,149.1281,46.99,92,48,1.95,AU,1618590603
465,Kalmunai,7.4167,81.8167,77.61,87,97,9.26,LK,1618590741
466,Xishan,27.6667,113.5,62.6,100,100,4.47,CN,1618590741
467,Evensk,61.95,159.2333,16.57,96,99,0.89,RU,1618590742
468,Doka,13.5167,35.7667,95.18,9,1,8.21,SD,1618590742
469,Puerto Lempira,15.2667,-83.7667,86.0,74,40,6.91,HN,1618590742
470,Mashhad,36.297,59.6062,69.8,35,75,6.91,IR,1618590743
471,Kununurra,-15.7667,128.7333,69.8,88,100,4.56,AU,1618590743
472,Torbay,47.6666,-52.7314,36.0,80,90,21.85,CA,1618590743
473,Urdoma,61.7533,48.5442,35.74,85,31,4.65,RU,1618590744
474,Lugo,43.0,-7.5,55.99,53,48,10.0,ES,1618590506
475,Hiriyūr,13.9456,76.6192,88.5,34,88,2.46,IN,1618590744
476,Ambon City,-3.6954,128.1814,80.49,78,74,4.54,ID,1618590744
477,Dhidhdhoo,6.8833,73.1,85.06,66,100,2.57,MV,1618590745
478,Hanyang,32.1371,105.5126,53.1,88,99,1.48,CN,1618590745
479,Cayenne,4.9333,-52.3333,87.8,62,75,16.11,GF,1618590630
480,Mossamedes,-15.1961,12.1522,81.95,70,0,9.42,AO,1618590745
481,Cabedelo,-6.9811,-34.8339,82.4,94,75,11.5,BR,1618590746
482,Traverse City,44.7631,-85.6206,37.4,93,75,11.5,US,1618590746
483,Terme,41.2092,36.9739,51.8,82,75,4.61,TR,1618590545
484,Paramonga,-10.6667,-77.8333,72.19,74,33,9.8,PE,1618590746
485,Maţāy,28.419,30.7792,86.05,11,0,12.15,EG,1618590747
486,Nuevo Progreso,23.1667,-97.95,88.0,58,16,5.99,MX,1618590747
487,Biak,-0.9131,122.8766,75.81,83,99,3.83,ID,1618590747
488,Trincomalee,8.5711,81.2335,77.52,88,91,13.94,LK,1618590748
489,Vanimo,-2.6741,141.3028,78.08,88,100,2.42,PG,1618590748
490,Saint George,37.1041,-113.5841,60.01,32,6,1.12,US,1618590748
491,Dicabisagan,17.0818,122.4157,77.4,80,100,2.95,PH,1618590749
492,Kudahuvadhoo,2.6708,72.8944,83.16,71,100,7.27,MV,1618590749
493,Camargo,27.6667,-105.1667,77.58,11,100,9.08,MX,1618590749
494,Saint-François,46.4154,3.9054,53.01,37,0,18.41,FR,1618590750
495,Haldwani,29.2167,79.5167,80.76,19,84,6.13,IN,1618590750
496,Campbellton,48.0075,-66.6727,37.4,87,100,24.16,CA,1618590750
497,Kiryat Gat,31.61,34.7642,73.0,37,0,1.01,IL,1618590750
498,Nabannagan West,18.0715,121.5338,72.93,89,52,0.89,PH,1618590751
499,Gualaquiza,-3.4,-78.55,74.93,74,96,3.36,EC,1618590751
500,Bengkulu,-3.8004,102.2655,75.56,89,71,3.58,ID,1618590751
501,Karnobat,42.65,26.9833,57.2,66,20,12.66,BG,1618590752
502,Cortez,37.3489,-108.5859,45.0,45,1,5.75,US,1618590752
503,Erzin,36.9559,36.2,71.01,54,66,4.63,TR,1618590752
504,Lékoni,-1.5843,14.2591,83.7,60,98,4.9,GA,1618590752
505,Zitlala,17.6333,-99.0833,79.86,12,15,3.65,MX,1618590753
506,Lahaina,20.8783,-156.6825,63.0,94,1,6.91,US,1618590753
507,Bima,-8.4667,118.7167,73.45,90,84,3.09,ID,1618590753
508,Yangambi,0.8102,24.4336,78.04,74,99,3.13,CD,1618590754
509,Middelburg,-25.7751,29.4648,57.81,81,56,17.94,ZA,1618590754
510,Bontang,0.1333,117.5,77.49,88,86,6.24,ID,1618590754
511,Half Moon Bay,37.4636,-122.4286,54.0,81,90,11.5,US,1618590480
512,Karratha,-20.7377,116.8463,82.58,45,0,8.75,AU,1618590755
513,Los Llanos de Aridane,28.6585,-17.9182,73.4,64,75,13.8,ES,1618590755
514,Karpogory,64.0019,44.4451,36.52,87,39,4.83,RU,1618590755
515,Srandakan,-7.9386,110.2506,77.27,88,48,4.0,ID,1618590756
516,Turan,16.0678,108.2208,80.6,78,20,5.75,VN,1618590756
517,Tonantins,-2.8731,-67.8022,79.11,89,89,3.85,BR,1618590505
518,Burgersdorp,-30.9977,26.3286,53.31,33,98,11.23,ZA,1618590756
519,Bonthe,7.5264,-12.505,85.93,64,54,13.29,SL,1618590757
520,Warrnambool,-38.3833,142.4833,53.01,78,79,9.06,AU,1618590757
521,Brzeg,50.8608,17.4674,44.01,93,75,11.5,PL,1618590757
522,Tautira,-17.7333,-149.15,77.0,78,20,2.3,PF,1618590758
523,Mount Gambier,-37.8333,140.7667,51.8,76,90,5.75,AU,1618590758
524,Sarany,58.5,58.8833,30.92,82,11,3.29,RU,1618590758
525,Volksrust,-27.3654,29.8818,47.12,86,62,5.01,ZA,1618590759
526,Gimli,50.6336,-96.9907,41.0,38,84,8.05,CA,1618590759
527,Thio,-21.6167,166.2167,69.8,94,90,2.3,NC,1618590759
528,Utete,-7.986,38.758,73.96,97,83,4.21,TZ,1618590759
529,Acapulco de Juárez,16.8634,-99.8901,82.4,65,20,4.61,MX,1618590471
530,Port Hardy,50.6996,-127.4199,48.2,76,1,3.44,CA,1618590608
531,Igarka,67.4667,86.5833,-14.04,99,92,8.37,RU,1618590760
532,Gazli,40.1333,63.45,70.29,20,41,8.19,UZ,1618590760
533,Vágur,61.4732,-6.8119,44.96,91,100,34.2,FO,1618590761
534,Wajima,37.4,136.9,54.84,83,100,5.75,JP,1618590761
535,Ostrovnoy,68.0531,39.5131,35.56,87,100,15.64,RU,1618590761
536,Mitsamiouli,-11.3847,43.2844,82.4,78,40,13.8,KM,1618590762
537,Isangel,-19.55,169.2667,78.19,86,59,4.56,VU,1618590762
538,Arinos,-15.9169,-46.1056,86.95,36,6,4.65,BR,1618590762
539,Aranos,-24.1333,19.1167,76.12,26,64,6.51,NA,1618590762
540,Zdvinsk,54.7021,78.661,33.69,91,100,12.26,RU,1618590763
541,Castelnau-le-Lez,43.6333,3.9,57.2,33,61,2.3,FR,1618590763
542,Oxapampa,-10.5775,-75.4017,70.05,70,72,4.21,PE,1618590763
543,Progreso,21.2833,-89.6667,91.99,51,75,6.91,MX,1618590764
544,Fort Saint James,54.4333,-124.25,39.99,96,100,1.3,CA,1618590764
545,Sarangani,5.4033,125.4636,83.55,77,100,18.92,PH,1618590764
546,Lázaro Cárdenas,17.9583,-102.2,84.43,47,30,7.29,MX,1618590765
547,Baishishan,43.5833,127.5667,39.87,49,88,8.55,CN,1618590765
548,Willmar,45.1219,-95.0433,48.2,66,40,5.75,US,1618590765
549,Coyhaique,-45.5752,-72.0662,59.0,47,40,10.36,CL,1618590766
550,Mbandaka,0.0487,18.2603,76.78,84,100,4.97,CD,1618590766
551,Kupang,-10.1667,123.5833,76.21,88,83,6.93,ID,1618590766
552,Moroni,-11.7022,43.2551,82.4,78,40,13.8,KM,1618590767
553,Staryy Nadym,65.6118,72.6842,21.87,88,100,22.17,RU,1618590767
